kapanewon,sektor_usaha,skala_usaha,omset_per_bulan,tenaga_kerja_total,tenaga_kerja_laki,tenaga_kerja_perempuan,punya_whatsapp,punya_instagram,punya_website,digital_score,is_go_online
Gamping,Agribisnis,Mikro_Lv1,3705599,1,0,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv2,8457550,1,1,0,1,1,0,2,1
Depok,Perdagangan,Mikro_Lv1,3270742,3,1,2,1,0,0,1,0
Pakem,Jasa,Mikro_Lv1,1534586,3,2,1,1,0,0,1,0
Tempel,Agribisnis,Mikro_Lv1,2888229,2,1,1,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,3872455,2,1,1,1,1,0,2,1
Gamping,Jasa,Mikro_Lv1,1249971,4,2,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,985757,1,1,0,1,0,0,1,0
Godean,Jasa,Mikro_Lv1,2094918,1,1,0,1,0,0,1,0
Turi,Jasa,Mikro_Lv1,4214379,4,2,2,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,4400379,2,1,1,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,1701838,4,2,2,1,0,0,1,0
Berbah,Jasa,Mikro_Lv1,4704955,4,2,2,1,1,0,2,1
Pakem,Perdagangan,Mikro_Lv1,3042017,3,2,1,1,0,0,1,0
Turi,Perdagangan,Mikro_Lv1,3707796,2,1,1,0,0,0,0,0
Cangkringan,Perdagangan,Mikro_Lv1,1010370,3,2,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,3325494,4,2,2,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,2279685,2,1,1,1,0,0,1,0
Depok,Perdagangan,Mikro_Lv1,2679431,3,2,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,4127447,4,2,2,1,0,0,1,0
Mlati,Agribisnis,Mikro_Lv1,517297,4,2,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,1833572,4,2,2,1,0,0,1,0
Berbah,Jasa,Mikro_Lv1,1328791,4,2,2,0,0,0,0,0
Depok,Agribisnis,Mikro_Lv1,876794,2,1,1,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,4385180,1,1,0,1,0,0,1,0
Kalasan,Perdagangan,Mikro_Lv1,1350350,2,1,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,4696656,1,1,0,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,626060,3,1,2,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,2172795,3,1,2,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,1371522,4,2,2,1,0,0,1,0
Berbah,Jasa,Mikro_Lv1,4774692,1,1,0,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,1288140,3,2,1,1,0,0,1,0
Godean,Jasa,Mikro_Lv1,1090381,2,1,1,1,0,0,1,0
Cangkringan,Perdagangan,Mikro_Lv1,4111646,3,2,1,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,3789791,1,1,0,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,2881486,3,2,1,0,0,0,0,0
Berbah,Agribisnis,Mikro_Lv4,38605804,3,2,1,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,3364140,3,2,1,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,717770,3,2,1,1,0,0,1,0
Depok,Jasa,Mikro_Lv1,2290008,2,1,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,3263398,3,2,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,1949087,1,1,0,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,4956397,4,2,2,1,0,0,1,0
Kalasan,Jasa,Mikro_Lv1,2607359,2,1,1,1,0,0,1,0
Ngaglik,Perdagangan,Mikro_Lv1,687771,4,2,2,1,0,0,1,0
Ngemplak,Perdagangan,Mikro_Lv1,4431586,4,2,2,1,0,0,1,0
Gamping,Perdagangan,Mikro_Lv1,1154224,1,0,1,1,0,0,1,0
Depok,Jasa,Mikro_Lv1,4973014,3,2,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,4313233,2,1,1,1,0,0,1,0
Mlati,Jasa,Mikro_Lv1,3833178,3,2,1,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,4874142,3,1,2,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,1337393,4,2,2,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,4775115,1,0,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,4141771,4,2,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv2,8385744,2,1,1,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv1,2406862,3,1,2,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,1904355,3,2,1,1,0,0,1,0
Ngemplak,Jasa,Kecil,988198447,47,27,20,1,1,0,2,1
Sleman,Perdagangan,Mikro_Lv1,2544940,2,1,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,618581,4,2,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,3610691,2,1,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,1789467,3,2,1,1,1,0,2,1
Seyegan,Agribisnis,Mikro_Lv1,1306564,2,1,1,1,0,0,1,0
Depok,Jasa,Mikro_Lv1,1179447,1,1,0,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,2878907,4,2,2,0,0,0,0,0
Cangkringan,Agribisnis,Mikro_Lv1,3192794,3,2,1,1,0,0,1,0
Gamping,Perdagangan,Mikro_Lv1,2142425,3,2,1,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,1998339,3,2,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,773452,2,1,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv2,8198156,4,2,2,1,0,0,1,0
Pakem,Perdagangan,Mikro_Lv1,757354,3,2,1,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,808617,3,2,1,1,0,0,1,0
Ngemplak,Perdagangan,Mikro_Lv1,1098506,1,1,0,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,3463944,2,1,1,1,1,0,2,1
Depok,Perdagangan,Mikro_Lv1,2058426,2,1,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,1895285,2,1,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,1484156,4,2,2,1,0,0,1,0
Cangkringan,Perdagangan,Mikro_Lv1,4411147,2,1,1,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,2078315,3,2,1,0,0,0,0,0
Moyudan,Agribisnis,Mikro_Lv1,2725541,4,2,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,3701473,2,1,1,1,0,0,1,0
Ngaglik,Perdagangan,Mikro_Lv1,3011910,1,0,1,0,0,0,0,0
Sleman,Agribisnis,Mikro_Lv1,639227,4,2,2,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,4845398,4,2,2,1,0,0,1,0
Depok,Agribisnis,Mikro_Lv1,4762627,1,0,1,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,3207184,3,2,1,0,0,0,0,0
Turi,Jasa,Mikro_Lv2,9062224,2,1,1,1,0,0,1,0
Depok,Perdagangan,Mikro_Lv1,2228665,1,1,0,1,0,0,1,0
Sleman,Perdagangan,Mikro_Lv1,1706184,1,1,0,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,2284006,3,2,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,1425779,3,2,1,1,0,0,1,0
Mlati,Agribisnis,Mikro_Lv1,4132632,3,1,2,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,3791070,1,1,0,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,2230992,3,1,2,1,0,0,1,0
Depok,Jasa,Mikro_Lv1,3022620,1,0,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,1895796,1,1,0,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,4527902,4,2,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,4195727,3,1,2,1,0,0,1,0
Cangkringan,Jasa,Mikro_Lv1,3781941,1,1,0,1,0,0,1,0
Depok,Agribisnis,Mikro_Lv1,578077,1,0,1,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv1,4945818,1,1,0,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,4029921,4,2,2,1,0,0,1,0
Godean,Perdagangan,Mikro_Lv1,4168280,1,0,1,1,1,0,2,1
Ngemplak,Jasa,Mikro_Lv1,4997968,4,2,2,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,3992963,4,2,2,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,3387757,2,1,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,1523920,4,2,2,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,797675,4,2,2,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,1875607,2,1,1,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,3932207,3,2,1,1,0,0,1,0
Gamping,Jasa,Mikro_Lv1,1084010,1,1,0,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,4957335,3,2,1,1,0,0,1,0
Ngaglik,Jasa,Mikro_Lv1,2998214,4,2,2,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,983455,2,1,1,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv2,9708569,6,3,3,1,0,0,1,0
Godean,Perdagangan,Mikro_Lv1,1152755,1,0,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,4604399,2,1,1,0,0,0,0,0
Pakem,Agribisnis,Mikro_Lv1,1579525,4,2,2,1,0,0,1,0
Ngemplak,Jasa,Mikro_Lv1,3366069,3,2,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,2070234,4,2,2,1,1,0,2,1
Depok,Jasa,Mikro_Lv1,1278799,1,0,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,4141644,4,2,2,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv1,764237,2,1,1,1,0,0,1,0
Prambanan,Jasa,Mikro_Lv1,1949466,1,1,0,0,0,0,0,0
Seyegan,Perdagangan,Mikro_Lv1,1223858,4,2,2,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,721552,1,1,0,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,4680266,4,2,2,1,0,0,1,0
Minggir,Perdagangan,Mikro_Lv1,1869391,3,2,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv2,9566701,3,2,1,0,0,0,0,0
Ngaglik,Agribisnis,Mikro_Lv1,582409,1,1,0,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,3999701,1,1,0,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,2143707,2,1,1,0,0,0,0,0
Ngemplak,Agribisnis,Mikro_Lv2,7252641,6,3,3,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,3830922,2,1,1,1,0,0,1,0
Ngaglik,Jasa,Mikro_Lv1,1353605,2,1,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv2,6358126,4,2,2,0,0,0,0,0
Gamping,Jasa,Mikro_Lv2,7773737,1,1,0,1,0,0,1,0
Sleman,Perdagangan,Mikro_Lv1,2950979,2,1,1,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,1155496,2,1,1,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,576240,4,2,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,4525942,1,1,0,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv1,3244804,2,1,1,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,1490121,3,1,2,1,1,0,2,1
Prambanan,Jasa,Mikro_Lv1,2251797,3,1,2,1,0,0,1,0
Ngemplak,Jasa,Mikro_Lv1,2109184,3,2,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,2903233,1,1,0,1,0,0,1,0
Godean,Jasa,Mikro_Lv1,3366457,1,0,1,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,2844688,2,1,1,1,0,0,1,0
Kalasan,Perdagangan,Mikro_Lv1,3524015,1,1,0,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,1837768,3,1,2,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,1667272,1,1,0,1,0,0,1,0
Ngemplak,Jasa,Mikro_Lv1,4473313,4,2,2,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,3348883,1,1,0,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv3,14894940,4,2,2,1,1,0,2,1
Kalasan,Jasa,Mikro_Lv1,1965915,4,2,2,1,0,0,1,0
Depok,Perdagangan,Mikro_Lv1,1334440,4,2,2,1,1,0,2,1
Kalasan,Jasa,Mikro_Lv1,3049565,3,2,1,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,2108795,1,1,0,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,4215929,4,2,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,3138439,3,1,2,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,2305518,4,2,2,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,2482847,2,1,1,1,0,0,1,0
Ngemplak,Jasa,Mikro_Lv1,1462452,2,1,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,3426979,4,2,2,1,1,0,2,1
Depok,Agribisnis,Mikro_Lv1,1927989,2,1,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,2944975,2,1,1,1,0,0,1,0
Ngaglik,Perdagangan,Mikro_Lv1,2980017,2,1,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv2,8221131,3,2,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,4149886,3,1,2,1,0,0,1,0
Tempel,Jasa,Mikro_Lv1,614589,3,1,2,1,1,1,3,1
Turi,Jasa,Mikro_Lv1,2156042,2,1,1,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,2410332,1,1,0,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,2422967,3,2,1,1,0,0,1,0
Minggir,Perdagangan,Mikro_Lv4,29601731,8,5,3,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,4615345,3,2,1,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,1365256,2,1,1,1,0,0,1,0
Kalasan,Perdagangan,Mikro_Lv1,903157,2,1,1,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,1884822,3,2,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv2,5920759,2,1,1,1,0,0,1,0
Seyegan,Jasa,Mikro_Lv2,9480967,4,2,2,1,1,0,2,1
Godean,Perdagangan,Mikro_Lv1,939439,2,1,1,1,0,0,1,0
Tempel,Perdagangan,Mikro_Lv1,1447272,3,1,2,1,0,0,1,0
Kalasan,Perdagangan,Mikro_Lv1,2737300,2,1,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,2498173,1,0,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,2034227,2,1,1,1,1,0,2,1
Pakem,Perdagangan,Mikro_Lv1,1734215,4,2,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,3818843,2,1,1,1,0,0,1,0
Gamping,Perdagangan,Mikro_Lv1,2379262,2,1,1,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,4401403,2,1,1,1,0,0,1,0
Prambanan,Perdagangan,Mikro_Lv1,1371535,4,2,2,1,0,0,1,0
Mlati,Agribisnis,Mikro_Lv1,3242455,2,1,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,4257454,2,1,1,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv3,11604243,3,1,2,1,0,0,1,0
Berbah,Perdagangan,Mikro_Lv1,824934,1,1,0,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,4803677,4,2,2,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,2499117,3,2,1,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,3911134,2,1,1,1,0,0,1,0
Berbah,Perdagangan,Mikro_Lv1,1940351,1,1,0,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,1372834,4,2,2,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,4320888,3,1,2,1,0,0,1,0
Seyegan,Agribisnis,Mikro_Lv1,3386569,2,1,1,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,1730796,1,0,1,1,0,0,1,0
Pakem,Perdagangan,Mikro_Lv1,3319182,3,2,1,1,0,0,1,0
Ngaglik,Perdagangan,Mikro_Lv1,4615741,3,2,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,2779023,3,2,1,1,0,0,1,0
Berbah,Jasa,Mikro_Lv1,2126528,1,1,0,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,798783,3,2,1,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv1,1840683,1,1,0,1,1,0,2,1
Ngemplak,Jasa,Mikro_Lv1,4900852,1,1,0,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,717314,3,2,1,1,0,0,1,0
Ngemplak,Jasa,Mikro_Lv2,5581904,6,3,3,1,0,0,1,0
Pakem,Perdagangan,Mikro_Lv1,1019385,1,0,1,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,920539,2,1,1,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,3022919,1,1,0,1,0,0,1,0
Turi,Agribisnis,Mikro_Lv1,3427503,4,2,2,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,2926105,4,2,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,770146,4,2,2,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,4972089,3,2,1,0,0,0,0,0
Tempel,Jasa,Mikro_Lv2,5639104,6,3,3,1,0,0,1,0
Depok,Jasa,Mikro_Lv1,2865885,1,1,0,1,0,0,1,0
Mlati,Jasa,Mikro_Lv1,1973300,4,2,2,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv1,2468067,3,2,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,641449,1,1,0,1,0,0,1,0
Sleman,Agribisnis,Mikro_Lv1,1416004,4,2,2,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv2,7089319,4,2,2,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,989415,3,2,1,1,0,0,1,0
Sleman,Perdagangan,Mikro_Lv1,2505534,4,2,2,0,0,0,0,0
Minggir,Jasa,Mikro_Lv3,15010168,8,4,4,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,4625903,4,2,2,1,0,0,1,0
Moyudan,Jasa,Mikro_Lv1,3863244,2,1,1,1,1,0,2,1
Sleman,Jasa,Mikro_Lv1,4426690,4,2,2,0,0,0,0,0
Ngaglik,Agribisnis,Mikro_Lv1,4738340,2,1,1,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv2,9777421,5,2,3,1,0,0,1,0
Sleman,Perdagangan,Mikro_Lv1,4843699,4,2,2,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,4034150,3,2,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,3745988,4,2,2,1,0,0,1,0
Gamping,Jasa,Mikro_Lv2,6008923,5,3,2,1,0,0,1,0
Pakem,Jasa,Mikro_Lv1,2909409,4,2,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,2410217,2,1,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,4358884,2,1,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,1259401,2,1,1,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv2,5888698,3,2,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,942244,4,2,2,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv1,1803306,1,1,0,1,0,0,1,0
Ngemplak,Jasa,Mikro_Lv1,4922888,1,0,1,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,4364856,4,2,2,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,4591373,2,1,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,3229737,3,1,2,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,3058845,4,2,2,1,0,0,1,0
Minggir,Agribisnis,Mikro_Lv1,2790146,1,1,0,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,2435657,4,2,2,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,532766,4,2,2,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,1927197,3,2,1,1,0,0,1,0
Sleman,Agribisnis,Mikro_Lv2,8607323,6,3,3,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,2701580,4,2,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,3699039,1,1,0,1,1,0,2,1
Depok,Perdagangan,Mikro_Lv1,670948,2,1,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,768508,4,2,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,1776485,4,2,2,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,787635,3,2,1,0,0,0,0,0
Ngaglik,Agribisnis,Mikro_Lv1,2193481,1,0,1,0,0,0,0,0
Cangkringan,Perdagangan,Mikro_Lv1,4224476,3,1,2,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,1387099,4,2,2,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv2,9327552,3,2,1,0,0,0,0,0
Gamping,Agribisnis,Mikro_Lv1,692458,4,2,2,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,2476850,2,1,1,1,0,0,1,0
Godean,Perdagangan,Mikro_Lv1,2943445,2,1,1,1,1,0,2,1
Godean,Jasa,Mikro_Lv1,4412487,1,1,0,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,2768693,1,1,0,1,0,0,1,0
Mlati,Perdagangan,Mikro_Lv1,2618219,2,1,1,1,0,0,1,0
Gamping,Jasa,Mikro_Lv1,4017847,2,1,1,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv1,3546555,4,2,2,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,1962603,2,1,1,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,553687,1,0,1,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,2539660,3,1,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,1627109,4,2,2,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,3372875,1,1,0,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,2319239,4,2,2,1,1,0,2,1
Depok,Agribisnis,Mikro_Lv1,4035647,4,2,2,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv1,1583329,1,1,0,1,0,0,1,0
Berbah,Agribisnis,Mikro_Lv1,4829454,2,1,1,0,0,0,0,0
Tempel,Jasa,Mikro_Lv4,29537454,3,2,1,1,0,0,1,0
Mlati,Perdagangan,Mikro_Lv1,3083236,3,1,2,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,2834482,2,1,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,2003061,3,1,2,1,0,0,1,0
Godean,Jasa,Mikro_Lv1,2041019,1,0,1,1,1,0,2,1
Kalasan,Perdagangan,Mikro_Lv1,4382506,2,1,1,1,0,0,1,0
Kalasan,Jasa,Mikro_Lv1,2515074,4,2,2,1,0,0,1,0
Godean,Perdagangan,Mikro_Lv2,7432665,6,3,3,1,0,0,1,0
Gamping,Agribisnis,Mikro_Lv1,4375416,1,1,0,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,3069849,3,2,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,4305721,1,0,1,1,0,0,1,0
Moyudan,Perdagangan,Mikro_Lv1,2937839,2,1,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,2886537,3,2,1,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,601894,2,1,1,1,0,0,1,0
Seyegan,Jasa,Mikro_Lv1,4716794,4,2,2,1,0,0,1,0
Gamping,Perdagangan,Mikro_Lv1,812579,1,0,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,2845251,2,1,1,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,4328239,3,1,2,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,3448134,1,1,0,1,0,0,1,0
Ngemplak,Perdagangan,Mikro_Lv1,3750428,1,0,1,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,4378551,2,1,1,0,0,0,0,0
Cangkringan,Perdagangan,Mikro_Lv1,3520745,1,1,0,0,0,0,0,0
Mlati,Agribisnis,Mikro_Lv1,1050428,1,1,0,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,1114673,3,1,2,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv2,5751993,3,2,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,3074469,2,1,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv2,9563167,4,2,2,1,1,0,2,1
Sleman,Jasa,Mikro_Lv1,1402473,3,2,1,1,0,0,1,0
Moyudan,Jasa,Mikro_Lv1,2015554,2,1,1,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,3951001,4,2,2,1,1,0,2,1
Prambanan,Jasa,Mikro_Lv4,26251661,15,7,8,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,4970756,4,2,2,0,0,0,0,0
Tempel,Agribisnis,Mikro_Lv1,1517497,2,1,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv3,10420888,3,2,1,1,1,0,2,1
Moyudan,Jasa,Mikro_Lv1,1988543,3,2,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,2271503,3,2,1,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,1331635,2,1,1,1,0,0,1,0
Godean,Perdagangan,Mikro_Lv1,3902862,1,1,0,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,706251,4,2,2,0,0,0,0,0
Cangkringan,Perdagangan,Mikro_Lv1,1394801,4,2,2,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,4896208,1,1,0,1,0,0,1,0
Kalasan,Jasa,Mikro_Lv1,2357845,2,1,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,733462,2,1,1,0,0,0,0,0
Cangkringan,Jasa,Mikro_Lv1,2264694,3,2,1,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,4952664,3,2,1,0,0,0,0,0
Minggir,Agribisnis,Mikro_Lv1,2094502,2,1,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,2403124,2,1,1,1,0,0,1,0
Mlati,Agribisnis,Mikro_Lv2,7826267,1,0,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv2,7185132,3,2,1,0,0,0,0,0
Moyudan,Agribisnis,Mikro_Lv1,3428785,4,2,2,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv2,9639148,1,1,0,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,1867064,4,2,2,1,0,0,1,0
Moyudan,Perdagangan,Mikro_Lv1,2425464,1,1,0,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,2284094,2,1,1,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,1317166,4,2,2,0,0,0,0,0
Sleman,Agribisnis,Mikro_Lv2,8282808,4,2,2,0,0,0,0,0
