kapanewon,sektor_usaha,skala_usaha,omset_per_bulan,tenaga_kerja_total,tenaga_kerja_laki,tenaga_kerja_perempuan,punya_whatsapp,punya_instagram,punya_website,digital_score,is_go_online
Tempel,Agribisnis,Mikro_Lv1,2388229,2,1,1,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,3372455,2,1,1,1,1,0,2,1
Gamping,Jasa,Mikro_Lv1,749971,4,2,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,485757,1,1,0,1,0,0,1,0
Godean,Jasa,Mikro_Lv1,1594918,1,1,0,1,0,0,1,0
Turi,Jasa,Mikro_Lv1,3714379,4,2,2,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,3900379,2,1,1,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,1201838,4,2,2,1,0,0,1,0
Berbah,Jasa,Mikro_Lv1,4204955,4,2,2,1,1,0,2,1
Pakem,Perdagangan,Mikro_Lv1,2542017,3,2,1,1,0,0,1,0
Turi,Perdagangan,Mikro_Lv1,4975045,3,2,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv3,24929832,7,4,3,1,1,0,2,1
Turi,Jasa,Mikro_Lv1,2825494,4,2,2,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,1779685,2,1,1,1,0,0,1,0
Depok,Perdagangan,Mikro_Lv1,2179431,3,2,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,3627447,4,2,2,1,0,0,1,0
Mlati,Agribisnis,Mikro_Lv1,17297,4,2,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,1333572,4,2,2,1,0,0,1,0
Berbah,Jasa,Mikro_Lv1,828791,4,2,2,0,0,0,0,0
Depok,Agribisnis,Mikro_Lv1,376794,2,1,1,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,3885180,1,1,0,1,0,0,1,0
Kalasan,Perdagangan,Mikro_Lv1,850350,2,1,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,4196656,1,1,0,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,126060,3,1,2,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,1672795,3,1,2,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,871522,4,2,2,1,0,0,1,0
Berbah,Jasa,Mikro_Lv1,4274692,1,1,0,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,788140,3,2,1,1,0,0,1,0
Godean,Jasa,Mikro_Lv1,590381,2,1,1,1,0,0,1,0
Cangkringan,Perdagangan,Mikro_Lv1,3611646,3,2,1,1,1,0,2,1
Depok,Jasa,Mikro_Lv1,4755185,1,1,0,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,4161900,3,1,2,1,0,0,1,0
Depok,Perdagangan,Mikro_Lv1,2801445,3,2,1,0,0,0,0,0
Ngemplak,Agribisnis,Mikro_Lv2,6206751,6,3,3,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,2702882,4,2,2,0,0,0,0,0
Cangkringan,Perdagangan,Mikro_Lv1,1565213,3,1,2,0,0,0,0,0
Ngemplak,Agribisnis,Mikro_Lv1,1449087,1,1,0,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,4456397,4,2,2,1,1,0,2,1
Ngemplak,Perdagangan,Mikro_Lv1,985132,1,0,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,187771,4,2,2,1,0,0,1,0
Ngemplak,Perdagangan,Mikro_Lv1,3931586,4,2,2,1,1,1,3,1
Kalasan,Jasa,Mikro_Lv1,2250397,1,0,1,1,0,0,1,0
Sleman,Perdagangan,Mikro_Lv1,562621,2,1,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,4561307,2,1,1,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,4531211,3,1,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,441904,3,1,2,1,0,0,1,0
Ngaglik,Perdagangan,Mikro_Lv1,734983,1,1,0,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv2,9396650,3,2,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv2,7188370,1,1,0,0,0,0,0,0
Ngaglik,Agribisnis,Mikro_Lv1,755612,1,1,0,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,2195690,1,0,1,1,1,0,2,1
Pakem,Jasa,Mikro_Lv1,2901092,2,1,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,2888939,1,0,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,4537871,1,1,0,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,1418412,1,0,1,1,0,0,1,0
Ngaglik,Perdagangan,Mikro_Lv1,2575508,4,2,2,1,0,0,1,0
Mlati,Agribisnis,Mikro_Lv1,790645,2,1,1,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,1609473,2,1,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,4510579,4,2,2,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,2378907,4,2,2,0,0,0,0,0
Cangkringan,Agribisnis,Mikro_Lv1,2692794,3,2,1,1,0,0,1,0
Gamping,Perdagangan,Mikro_Lv1,1642425,3,2,1,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,1498339,3,2,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,273452,2,1,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv2,8198156,4,2,2,1,0,0,1,0
Pakem,Perdagangan,Mikro_Lv1,257354,3,2,1,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,308617,3,2,1,1,0,0,1,0
Ngemplak,Perdagangan,Mikro_Lv1,598506,1,1,0,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,2963944,2,1,1,1,1,0,2,1
Depok,Perdagangan,Mikro_Lv1,1558426,2,1,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,1395285,2,1,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,984156,4,2,2,1,0,0,1,0
Cangkringan,Perdagangan,Mikro_Lv1,3911147,2,1,1,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,4532669,1,0,1,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,3045529,2,1,1,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv2,8201473,2,1,1,1,0,0,1,0
Ngaglik,Perdagangan,Mikro_Lv1,2511910,1,0,1,0,0,0,0,0
Sleman,Agribisnis,Mikro_Lv1,139227,4,2,2,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,4345398,4,2,2,1,1,0,2,1
Tempel,Perdagangan,Mikro_Lv1,4584946,1,0,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,1965730,3,2,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,4967514,2,1,1,1,1,0,2,1
Godean,Jasa,Mikro_Lv1,767876,2,1,1,1,0,0,1,0
Minggir,Perdagangan,Mikro_Lv1,3541815,3,2,1,1,0,0,1,0
Godean,Perdagangan,Mikro_Lv1,628889,4,2,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,2529832,4,2,2,0,0,0,0,0
Minggir,Agribisnis,Mikro_Lv1,2535394,1,1,0,1,0,0,1,0
Gamping,Perdagangan,Mikro_Lv1,4467223,2,1,1,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,1983044,3,1,2,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,2027320,2,1,1,1,1,0,2,1
Tempel,Jasa,Mikro_Lv1,4027902,4,2,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,3695727,3,1,2,1,1,0,2,1
Depok,Perdagangan,Mikro_Lv1,3410580,4,2,2,1,0,0,1,0
Ngaglik,Perdagangan,Mikro_Lv1,4509322,4,2,2,1,0,0,1,0
Mlati,Perdagangan,Mikro_Lv1,4095077,1,1,0,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv2,7182926,3,2,1,1,1,0,2,1
Mlati,Agribisnis,Mikro_Lv1,2159173,2,1,1,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,2068671,1,0,1,0,0,0,0,0
Prambanan,Perdagangan,Mikro_Lv1,1876336,3,2,1,1,0,0,1,0
Ngemplak,Jasa,Mikro_Lv1,1661655,3,2,1,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,1033668,3,2,1,1,0,0,1,0
Ngaglik,Jasa,Mikro_Lv2,6867306,2,1,1,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,2487111,3,1,2,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv3,16083059,5,2,3,1,1,0,2,1
Depok,Jasa,Mikro_Lv2,9429723,6,3,3,1,1,1,3,1
Mlati,Agribisnis,Mikro_Lv1,1388509,3,2,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,1568146,4,2,2,1,1,0,2,1
Depok,Agribisnis,Mikro_Lv3,23211292,3,1,2,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,652755,1,0,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,4104399,2,1,1,0,0,0,0,0
Pakem,Agribisnis,Mikro_Lv1,1079525,4,2,2,1,0,0,1,0
Ngemplak,Jasa,Mikro_Lv1,2866069,3,2,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,1570234,4,2,2,1,1,1,3,1
Depok,Jasa,Mikro_Lv1,778799,1,0,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,3641644,4,2,2,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv1,264237,2,1,1,1,0,0,1,0
Prambanan,Jasa,Mikro_Lv1,1449466,1,1,0,0,0,0,0,0
Seyegan,Perdagangan,Mikro_Lv1,723858,4,2,2,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,221552,1,1,0,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,4180266,4,2,2,1,0,0,1,0
Minggir,Perdagangan,Mikro_Lv1,4752989,4,2,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,4566701,3,2,1,0,0,0,0,0
Ngaglik,Agribisnis,Mikro_Lv1,82409,1,1,0,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,3499701,1,1,0,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,1643707,2,1,1,0,0,0,0,0
Ngemplak,Agribisnis,Mikro_Lv2,7252641,6,3,3,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,3330922,2,1,1,1,1,0,2,1
Gamping,Perdagangan,Mikro_Lv1,2372948,4,2,2,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv1,1358126,4,2,2,0,0,0,0,0
Gamping,Jasa,Mikro_Lv2,7773737,1,1,0,1,0,0,1,0
Sleman,Perdagangan,Mikro_Lv1,2450979,2,1,1,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,655496,2,1,1,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,76240,4,2,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,4025942,1,1,0,1,0,0,1,0
Depok,Perdagangan,Mikro_Lv1,2744804,2,1,1,1,0,0,1,0
Mlati,Perdagangan,Mikro_Lv1,3449330,2,1,1,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,1956874,2,1,1,1,1,0,2,1
Sleman,Perdagangan,Mikro_Lv1,2891912,3,2,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,2328476,2,1,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,726448,1,0,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,4849433,1,1,0,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv1,2948632,3,2,1,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,915480,2,1,1,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,3090930,4,2,2,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,4755997,1,1,0,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,3148491,3,2,1,0,0,0,0,0
Gamping,Agribisnis,Mikro_Lv1,2014017,1,1,0,0,0,0,0,0
Cangkringan,Jasa,Mikro_Lv1,3913397,2,1,1,1,0,0,1,0
Berbah,Perdagangan,Mikro_Lv1,2367322,2,1,1,0,0,0,0,0
Berbah,Perdagangan,Mikro_Lv1,699895,3,1,2,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,2549565,3,2,1,0,0,0,0,0
Gamping,Perdagangan,Mikro_Lv1,1608795,1,1,0,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,3715929,4,2,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,4648455,4,2,2,1,1,0,2,1
Turi,Jasa,Mikro_Lv1,3435088,2,1,1,1,0,0,1,0
Ngemplak,Jasa,Mikro_Lv1,4091685,1,0,1,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv1,962452,2,1,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,2926979,4,2,2,1,1,0,2,1
Depok,Agribisnis,Mikro_Lv1,1427989,2,1,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,2444975,2,1,1,1,0,0,1,0
Ngaglik,Perdagangan,Mikro_Lv1,2480017,2,1,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv2,8221131,3,2,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,3649886,3,1,2,1,0,0,1,0
Tempel,Jasa,Mikro_Lv1,114589,3,1,2,1,1,1,3,1
Turi,Jasa,Mikro_Lv1,1656042,2,1,1,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,1910332,1,1,0,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,4933842,3,2,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,2788107,2,1,1,0,0,0,0,0
Ngaglik,Agribisnis,Mikro_Lv1,3438780,2,1,1,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv2,5865256,6,3,3,1,0,0,1,0
Kalasan,Perdagangan,Mikro_Lv1,403157,2,1,1,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,1384822,3,2,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv2,5920759,2,1,1,1,0,0,1,0
Seyegan,Jasa,Mikro_Lv2,9480967,4,2,2,1,1,0,2,1
Godean,Perdagangan,Mikro_Lv1,439439,2,1,1,1,0,0,1,0
Tempel,Perdagangan,Mikro_Lv1,947272,3,1,2,1,0,0,1,0
Kalasan,Perdagangan,Mikro_Lv1,2237300,2,1,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,1998173,1,0,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,1534227,2,1,1,1,1,0,2,1
Pakem,Perdagangan,Mikro_Lv1,1234215,4,2,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,3318843,2,1,1,1,0,0,1,0
Gamping,Perdagangan,Mikro_Lv1,1879262,2,1,1,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,3901403,2,1,1,1,0,0,1,0
Prambanan,Perdagangan,Mikro_Lv1,871535,4,2,2,1,0,0,1,0
Mlati,Agribisnis,Mikro_Lv1,2742455,2,1,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,3757454,2,1,1,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv3,11604243,3,1,2,1,0,0,1,0
Berbah,Perdagangan,Mikro_Lv1,324934,1,1,0,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,4303677,4,2,2,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,1999117,3,2,1,0,0,0,0,0
Turi,Jasa,Mikro_Lv1,3411134,2,1,1,1,0,0,1,0
Berbah,Perdagangan,Mikro_Lv1,1440351,1,1,0,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,872834,4,2,2,0,0,0,0,0
Tempel,Jasa,Mikro_Lv1,3820888,3,1,2,1,0,0,1,0
Seyegan,Agribisnis,Mikro_Lv1,2886569,2,1,1,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,1230796,1,0,1,1,0,0,1,0
Pakem,Perdagangan,Mikro_Lv1,2819182,3,2,1,1,0,0,1,0
Ngaglik,Perdagangan,Mikro_Lv1,4115741,3,2,1,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,2279023,3,2,1,1,0,0,1,0
Berbah,Jasa,Mikro_Lv1,4840349,1,1,0,0,0,0,0,0
Cangkringan,Perdagangan,Mikro_Lv1,2821839,1,1,0,0,0,0,0,0
Sleman,Jasa,Mikro_Lv2,7115226,6,3,3,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,4832094,1,0,1,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,2797909,2,1,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,2635122,3,1,2,1,1,1,3,1
Ngemplak,Perdagangan,Mikro_Lv1,3881143,2,1,1,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,3528880,3,2,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,420539,2,1,1,1,1,0,2,1
Tempel,Perdagangan,Mikro_Lv1,2021835,4,2,2,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,4931767,4,2,2,1,0,0,1,0
Turi,Agribisnis,Mikro_Lv1,2016328,2,1,1,0,0,0,0,0
Moyudan,Jasa,Mikro_Lv1,544026,4,2,2,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,2850774,3,2,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,2598133,1,1,0,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,2365885,1,1,0,1,0,0,1,0
Mlati,Jasa,Mikro_Lv1,1473300,4,2,2,0,0,0,0,0
Turi,Perdagangan,Mikro_Lv1,1968067,3,2,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,4644081,2,1,1,1,0,0,1,0
Sleman,Jasa,Mikro_Lv1,4686134,1,0,1,0,0,0,0,0
Minggir,Perdagangan,Mikro_Lv1,2514368,4,2,2,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv1,489415,3,2,1,1,0,0,1,0
Sleman,Perdagangan,Mikro_Lv1,2005534,4,2,2,0,0,0,0,0
Minggir,Jasa,Mikro_Lv3,15010168,8,4,4,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,4125903,4,2,2,1,0,0,1,0
Moyudan,Jasa,Mikro_Lv1,3363244,2,1,1,1,1,0,2,1
Sleman,Jasa,Mikro_Lv1,4817911,3,1,2,0,0,0,0,0
Godean,Perdagangan,Mikro_Lv1,4238340,2,1,1,1,0,0,1,0
Pakem,Perdagangan,Mikro_Lv1,391180,3,2,1,1,0,0,1,0
Pakem,Agribisnis,Mikro_Lv1,4941714,4,2,2,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv1,1765520,3,1,2,1,0,0,1,0
Depok,Perdagangan,Mikro_Lv1,684494,3,1,2,0,0,0,0,0
Gamping,Jasa,Mikro_Lv2,6008923,5,3,2,1,1,0,2,1
Seyegan,Perdagangan,Mikro_Lv1,3050999,4,2,2,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,189073,2,1,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,3858884,2,1,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,759401,2,1,1,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv2,5888698,3,2,1,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,442244,4,2,2,0,0,0,0,0
Pakem,Perdagangan,Mikro_Lv1,1303306,1,1,0,1,0,0,1,0
Ngemplak,Jasa,Mikro_Lv1,4422888,1,0,1,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,3864856,4,2,2,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,4091373,2,1,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,2729737,3,1,2,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,2558845,4,2,2,1,0,0,1,0
Minggir,Agribisnis,Mikro_Lv1,2290146,1,1,0,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,1935657,4,2,2,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,32766,4,2,2,1,0,0,1,0
Gamping,Perdagangan,Mikro_Lv1,4128784,3,1,2,1,0,0,1,0
Turi,Jasa,Mikro_Lv1,933476,2,1,1,1,0,0,1,0
Tempel,Perdagangan,Mikro_Lv1,69518,4,2,2,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,2776374,4,2,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,170948,2,1,1,1,0,0,1,0
Minggir,Jasa,Mikro_Lv1,4976563,3,1,2,1,0,0,1,0
Seyegan,Perdagangan,Mikro_Lv1,2835743,4,2,2,1,0,0,1,0
Prambanan,Agribisnis,Mikro_Lv1,4945697,1,1,0,0,0,0,0,0
Cangkringan,Perdagangan,Mikro_Lv2,8724476,3,2,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,3053407,4,2,2,1,0,0,1,0
Seyegan,Jasa,Mikro_Lv1,2471321,3,2,1,1,0,0,1,0
Cangkringan,Jasa,Mikro_Lv1,1923782,2,1,1,0,0,0,0,0
Gamping,Agribisnis,Mikro_Lv1,4005194,1,0,1,0,0,0,0,0
Tempel,Perdagangan,Mikro_Lv2,9898107,6,3,3,1,0,0,1,0
Minggir,Jasa,Mikro_Lv1,1418060,4,2,2,1,1,0,2,1
Kalasan,Agribisnis,Mikro_Lv1,3502415,2,1,1,0,0,0,0,0
Depok,Agribisnis,Mikro_Lv1,502264,2,1,1,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,1767413,3,2,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,1196311,1,0,1,1,0,0,1,0
Mlati,Jasa,Mikro_Lv2,8020791,6,3,3,1,0,0,1,0
Ngaglik,Perdagangan,Mikro_Lv2,7490272,5,3,2,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,4700858,1,1,0,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,1553744,1,1,0,1,1,0,2,1
Turi,Jasa,Mikro_Lv1,1596246,4,2,2,1,0,0,1,0
Gamping,Jasa,Mikro_Lv1,1296573,3,2,1,0,0,0,0,0
Sleman,Jasa,Mikro_Lv2,5191896,6,3,3,0,0,0,0,0
Minggir,Jasa,Mikro_Lv1,4044630,4,2,2,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv1,2977299,2,1,1,1,0,0,1,0
Mlati,Perdagangan,Mikro_Lv1,2166791,1,1,0,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,1620179,1,0,1,0,0,0,0,0
Depok,Agribisnis,Mikro_Lv4,32845772,14,8,6,0,0,0,0,0
Berbah,Jasa,Mikro_Lv1,2361331,4,2,2,1,0,0,1,0
Kalasan,Agribisnis,Mikro_Lv1,1659090,4,2,2,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,3882506,2,1,1,1,0,0,1,0
Kalasan,Jasa,Mikro_Lv1,2015074,4,2,2,1,0,0,1,0
Godean,Perdagangan,Mikro_Lv2,7432665,6,3,3,1,0,0,1,0
Gamping,Agribisnis,Mikro_Lv1,3875416,1,1,0,0,0,0,0,0
Ngaglik,Perdagangan,Mikro_Lv1,4546925,2,1,1,0,0,0,0,0
Seyegan,Jasa,Mikro_Lv1,2455918,1,1,0,1,1,0,2,1
Moyudan,Perdagangan,Mikro_Lv1,2437839,2,1,1,0,0,0,0,0
Godean,Jasa,Mikro_Lv1,2386537,3,2,1,0,0,0,0,0
Ngemplak,Perdagangan,Mikro_Lv1,4513257,3,2,1,0,0,0,0,0
Moyudan,Perdagangan,Mikro_Lv1,4600549,3,2,1,1,0,0,1,0
Moyudan,Jasa,Mikro_Lv1,312579,1,0,1,1,1,1,3,1
Seyegan,Jasa,Mikro_Lv1,2823978,3,2,1,1,1,0,2,1
Kalasan,Jasa,Mikro_Lv1,4805028,1,1,0,1,0,0,1,0
Prambanan,Jasa,Mikro_Lv1,1692737,4,2,2,1,1,0,2,1
Ngaglik,Perdagangan,Mikro_Lv1,3878551,2,1,1,0,0,0,0,0
Cangkringan,Perdagangan,Mikro_Lv1,3020745,1,1,0,0,0,0,0,0
Mlati,Agribisnis,Mikro_Lv1,550428,1,1,0,0,0,0,0,0
Kalasan,Jasa,Mikro_Lv1,614673,3,1,2,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv2,5751993,3,2,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,2574469,2,1,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv2,9563167,4,2,2,1,1,0,2,1
Sleman,Jasa,Mikro_Lv1,902473,3,2,1,1,0,0,1,0
Moyudan,Jasa,Mikro_Lv1,1515554,2,1,1,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,3451001,4,2,2,1,1,0,2,1
Prambanan,Jasa,Mikro_Lv4,26251661,15,7,8,0,0,0,0,0
Sleman,Perdagangan,Mikro_Lv1,4470756,4,2,2,0,0,0,0,0
Tempel,Agribisnis,Mikro_Lv1,1017497,2,1,1,0,0,0,0,0
Depok,Perdagangan,Mikro_Lv3,10420888,3,2,1,1,1,0,2,1
Moyudan,Jasa,Mikro_Lv1,1488543,3,2,1,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,1771503,3,2,1,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,831635,2,1,1,1,0,0,1,0
Godean,Perdagangan,Mikro_Lv1,3402862,1,1,0,0,0,0,0,0
Mlati,Perdagangan,Mikro_Lv1,206251,4,2,2,0,0,0,0,0
Cangkringan,Perdagangan,Mikro_Lv1,894801,4,2,2,0,0,0,0,0
Kalasan,Perdagangan,Mikro_Lv1,4396208,1,1,0,1,0,0,1,0
Kalasan,Jasa,Mikro_Lv1,1857845,2,1,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv1,233462,2,1,1,0,0,0,0,0
Cangkringan,Jasa,Mikro_Lv1,1764694,3,2,1,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,4452664,3,2,1,0,0,0,0,0
Minggir,Agribisnis,Mikro_Lv1,1594502,2,1,1,0,0,0,0,0
Mlati,Jasa,Mikro_Lv1,1903124,2,1,1,1,0,0,1,0
Mlati,Agribisnis,Mikro_Lv2,7826267,1,0,1,0,0,0,0,0
Depok,Jasa,Mikro_Lv2,7185132,3,2,1,0,0,0,0,0
Moyudan,Agribisnis,Mikro_Lv1,2928785,4,2,2,0,0,0,0,0
Prambanan,Jasa,Mikro_Lv2,9639148,1,1,0,1,0,0,1,0
Kalasan,Jasa,Mikro_Lv1,3546293,3,1,2,1,1,0,2,1
Sleman,Jasa,Mikro_Lv1,1286188,2,1,1,1,0,0,1,0
Moyudan,Perdagangan,Mikro_Lv1,239608,4,2,2,1,0,0,1,0
Kalasan,Perdagangan,Mikro_Lv1,895596,1,0,1,1,0,0,1,0
Kalasan,Perdagangan,Mikro_Lv1,4626510,2,1,1,0,0,0,0,0
Gamping,Jasa,Mikro_Lv1,496232,4,2,2,1,1,0,2,1
Gamping,Agribisnis,Mikro_Lv2,7024611,5,3,2,0,0,0,0,0
Sleman,Jasa,Mikro_Lv1,2260791,4,2,2,0,0,0,0,0
Ngemplak,Jasa,Mikro_Lv2,7752690,5,3,2,0,0,0,0,0
Pakem,Jasa,Mikro_Lv1,1571480,1,1,0,0,0,0,0,0
Ngaglik,Jasa,Mikro_Lv1,2952053,4,2,2,1,0,0,1,0
Seyegan,Perdagangan,Mikro_Lv1,4507863,1,1,0,0,0,0,0,0
