kapanewon,sektor_usaha,skala_usaha,omset_per_bulan,omset_pct_dalam_skala,tenaga_kerja_total,tenaga_kerja_laki,tenaga_kerja_perempuan,punya_whatsapp,punya_instagram,punya_website,digital_score,is_go_online,is_urban,umur_usaha
Godean,Perdagangan,Mikro_Lv1,3075508,0.5723,4,2,2,1,0,0,1,0,0,1
Godean,Jasa,Mikro_Lv1,2838377,0.5196,2,1,1,1,1,0,2,1,0,2
Berbah,Jasa,Mikro_Lv1,1179447,0.151,1,1,0,0,0,0,0,0,0,4
Seyegan,Jasa,Mikro_Lv1,2863162,0.5251,2,1,1,0,0,0,0,0,0,3
Moyudan,Jasa,Mikro_Lv1,529336,0.0065,1,1,0,0,0,0,0,0,0,4
Kalasan,Perdagangan,Mikro_Lv1,879039,0.0842,3,2,1,1,1,0,2,1,1,1
Turi,Perdagangan,Mikro_Lv1,3698156,0.7107,3,1,2,1,0,0,1,0,0,4
Depok,Jasa,Mikro_Lv1,1264265,0.1698,1,1,0,1,1,0,2,1,1,2
Prambanan,Jasa,Mikro_Lv2,6034186,0.2068,3,2,1,0,0,0,0,0,0,8
Ngaglik,Jasa,Mikro_Lv1,624932,0.0278,4,2,2,1,1,0,2,1,1,3
Sleman,Perdagangan,Mikro_Lv1,789220,0.0643,2,1,1,0,0,0,0,0,0,2
Tempel,Perdagangan,Mikro_Lv1,2737035,0.4971,1,0,1,0,0,0,0,0,0,3
Seyegan,Jasa,Mikro_Lv2,6107810,0.2216,4,2,2,1,1,0,2,1,0,4
Godean,Perdagangan,Mikro_Lv1,3311139,0.6247,4,2,2,0,0,0,0,0,0,3
Depok,Perdagangan,Mikro_Lv2,5926215,0.1852,5,3,2,0,0,0,0,0,1,7
Moyudan,Perdagangan,Mikro_Lv1,4145525,0.8101,4,2,2,0,0,0,0,0,0,2
Kalasan,Agribisnis,Mikro_Lv1,1160327,0.1467,2,1,1,0,0,0,0,0,1,3
Gamping,Jasa,Mikro_Lv2,9584946,0.917,1,0,1,1,1,1,3,1,1,6
Gamping,Jasa,Mikro_Lv1,1175673,0.1501,2,1,1,1,1,0,2,1,1,5
Moyudan,Jasa,Mikro_Lv2,5423177,0.0846,3,1,2,1,0,1,2,1,0,2
Ngaglik,Jasa,Mikro_Lv1,2260511,0.3912,3,2,1,1,1,0,2,1,1,5
Pakem,Jasa,Mikro_Lv1,4344886,0.8544,2,1,1,1,1,0,2,1,0,2
Mlati,Jasa,Mikro_Lv1,4132632,0.8073,3,1,2,0,0,0,0,0,1,3
Mlati,Perdagangan,Mikro_Lv1,2019593,0.3377,4,2,2,1,0,0,1,0,1,1
Mlati,Jasa,Mikro_Lv2,8314344,0.6629,1,1,0,1,0,0,1,0,1,5
Mlati,Jasa,Mikro_Lv1,4061262,0.7914,4,2,2,0,0,0,0,0,1,3
Tempel,Jasa,Mikro_Lv1,4195727,0.8213,3,1,2,0,0,0,0,0,0,1
Sleman,Perdagangan,Mikro_Lv1,4185104,0.8189,4,2,2,1,0,0,1,0,0,2
Sleman,Perdagangan,Mikro_Lv1,2141232,0.3647,4,2,2,0,0,0,0,0,0,1
Moyudan,Jasa,Mikro_Lv2,8529921,0.706,3,2,1,0,0,0,0,0,0,8
Tempel,Perdagangan,Mikro_Lv1,2659173,0.4798,2,1,1,0,0,0,0,0,0,5
Pakem,Jasa,Mikro_Lv1,4476974,0.8838,4,2,2,1,0,0,1,0,0,4
Tempel,Perdagangan,Mikro_Lv1,1192924,0.154,3,1,2,0,0,0,0,0,0,3
Depok,Jasa,Mikro_Lv1,2973199,0.5496,4,2,2,1,1,0,2,1,1,3
Moyudan,Jasa,Mikro_Lv1,1875607,0.3057,2,1,1,0,0,0,0,0,0,5
Cangkringan,Jasa,Mikro_Lv1,3530855,0.6735,4,2,2,0,0,0,0,0,0,4
Mlati,Jasa,Mikro_Lv1,1690456,0.2645,4,2,2,1,1,1,3,1,1,3
Minggir,Perdagangan,Mikro_Lv1,4608502,0.913,2,1,1,1,1,0,2,1,0,5
Depok,Agribisnis,Mikro_Lv3,23211292,0.8808,3,1,2,0,0,0,0,0,1,8
Kalasan,Jasa,Mikro_Lv1,3095834,0.5769,3,1,2,0,0,0,0,0,1,1
Kalasan,Jasa,Mikro_Lv1,3968582,0.7708,3,1,2,0,0,0,0,0,1,4
Ngemplak,Agribisnis,Mikro_Lv1,1237090,0.1638,2,1,1,0,0,0,0,0,0,2
Kalasan,Jasa,Mikro_Lv1,780833,0.0624,1,0,1,0,0,0,0,0,1,3
Ngaglik,Agribisnis,Mikro_Lv1,4343139,0.854,3,1,2,0,0,0,0,0,1,4
Ngaglik,Perdagangan,Mikro_Lv1,2408911,0.4242,2,1,1,1,0,0,1,0,1,2
Sleman,Perdagangan,Mikro_Lv1,4827802,0.9617,1,1,0,0,0,0,0,0,0,3
Ngemplak,Perdagangan,Mikro_Lv1,721552,0.0492,1,1,0,1,0,0,1,0,0,4
Berbah,Perdagangan,Mikro_Lv1,4780650,0.9513,4,2,2,0,0,0,0,0,0,2
Berbah,Perdagangan,Mikro_Lv1,4639394,0.9199,2,1,1,0,0,0,0,0,0,3
Kalasan,Jasa,Mikro_Lv1,3999701,0.7777,1,1,0,0,0,0,0,0,1,3
Seyegan,Jasa,Mikro_Lv1,4300315,0.8445,3,2,1,0,0,0,0,0,0,4
Minggir,Jasa,Mikro_Lv1,3830922,0.7402,2,1,1,1,1,0,2,1,0,4
Ngemplak,Jasa,Mikro_Lv1,1815823,0.2924,1,0,1,0,0,0,0,0,0,2
Gamping,Jasa,Mikro_Lv2,7773737,0.5547,1,1,0,1,1,0,2,1,1,8
Minggir,Perdagangan,Mikro_Lv1,4405513,0.8679,1,1,0,1,1,0,2,1,0,1
Prambanan,Perdagangan,Mikro_Lv1,4929899,0.9844,3,2,1,1,1,0,2,1,0,1
Depok,Jasa,Mikro_Lv1,2062518,0.3472,1,0,1,1,0,0,1,0,1,5
Godean,Jasa,Mikro_Lv1,1490121,0.22,3,1,2,0,0,0,0,0,0,2
Godean,Jasa,Mikro_Lv1,4431814,0.8737,3,1,2,0,0,0,0,0,0,3
Depok,Perdagangan,Mikro_Lv1,4684238,0.9298,2,1,1,0,0,0,0,0,1,2
Kalasan,Perdagangan,Mikro_Lv1,1226448,0.1614,1,0,1,1,0,0,1,0,1,5
Sleman,Perdagangan,Mikro_Lv1,1660294,0.2578,1,1,0,0,0,0,0,0,0,1
Depok,Jasa,Mikro_Lv1,3524015,0.672,1,1,0,0,0,0,0,0,1,1
Berbah,Perdagangan,Mikro_Lv1,1025005,0.1167,1,0,1,0,0,0,0,0,0,2
Gamping,Perdagangan,Mikro_Lv1,1993551,0.3319,2,1,1,0,0,0,0,0,1,4
Cangkringan,Jasa,Mikro_Lv1,4522261,0.8938,3,1,2,0,0,0,0,0,0,5
Minggir,Jasa,Mikro_Lv1,2021722,0.3382,3,2,1,0,0,0,0,0,0,3
Depok,Perdagangan,Mikro_Lv1,1334440,0.1854,4,2,2,0,0,0,0,0,1,2
Gamping,Jasa,Mikro_Lv1,3549316,0.6776,4,2,2,1,1,0,2,1,1,2
Depok,Jasa,Mikro_Lv1,4215929,0.8258,4,2,2,1,0,0,1,0,1,5
Berbah,Jasa,Mikro_Lv1,3138439,0.5863,3,1,2,0,0,0,0,0,0,5
Moyudan,Perdagangan,Mikro_Lv1,2646674,0.477,2,1,1,0,0,0,0,0,0,1
Seyegan,Perdagangan,Mikro_Lv2,6258624,0.2517,6,3,3,0,0,0,0,0,0,5
Gamping,Perdagangan,Mikro_Lv1,3014399,0.5588,3,2,1,0,0,0,0,0,1,4
Moyudan,Jasa,Mikro_Lv1,1927989,0.3173,2,1,1,0,0,0,0,0,0,3
Depok,Jasa,Mikro_Lv1,2949308,0.5443,3,2,1,1,0,0,1,0,1,2
Kalasan,Agribisnis,Mikro_Lv1,4132403,0.8072,4,2,2,0,0,0,0,0,1,3
Gamping,Jasa,Mikro_Lv1,4543763,0.8986,3,2,1,1,1,1,3,1,1,3
Mlati,Agribisnis,Mikro_Lv1,3024055,0.5609,2,1,1,0,0,0,0,0,1,4
Kalasan,Perdagangan,Mikro_Lv1,4240030,0.8311,3,2,1,1,1,0,2,1,1,2
Tempel,Jasa,Mikro_Lv1,1933284,0.3185,3,1,2,0,0,0,0,0,0,3
Pakem,Perdagangan,Mikro_Lv1,3938780,0.7642,2,1,1,0,0,0,0,0,0,2
Ngemplak,Perdagangan,Mikro_Lv1,1365256,0.1923,2,1,1,1,0,0,1,0,0,3
Gamping,Jasa,Mikro_Lv1,749265,0.0554,4,2,2,0,0,0,0,0,1,1
Tempel,Perdagangan,Mikro_Lv1,3845026,0.7433,4,2,2,0,0,0,0,0,0,5
Kalasan,Jasa,Mikro_Lv1,2620711,0.4713,1,1,0,0,0,0,0,0,1,1
Tempel,Jasa,Mikro_Lv1,2394554,0.421,1,1,0,0,0,0,0,0,0,1
Tempel,Jasa,Mikro_Lv1,3121158,0.5825,1,1,0,0,0,0,0,0,0,1
Mlati,Perdagangan,Mikro_Lv1,1369446,0.1932,4,2,2,1,1,0,2,1,1,3
Pakem,Perdagangan,Mikro_Lv1,1734215,0.2743,4,2,2,0,0,0,0,0,0,3
Minggir,Jasa,Mikro_Lv1,1277635,0.1728,1,0,1,1,1,0,2,1,0,4
Moyudan,Jasa,Mikro_Lv1,4401403,0.867,2,1,1,0,0,0,0,0,0,5
Mlati,Agribisnis,Mikro_Lv1,2283611,0.3964,2,1,1,1,0,0,1,0,1,1
Depok,Perdagangan,Mikro_Lv1,795599,0.0657,2,1,1,0,0,0,0,0,1,1
Prambanan,Perdagangan,Mikro_Lv1,4139688,0.8088,4,2,2,0,0,0,0,0,0,3
Ngaglik,Jasa,Mikro_Lv1,4321615,0.8492,2,1,1,1,1,0,2,1,1,4
Tempel,Jasa,Mikro_Lv1,2499117,0.4442,3,2,1,1,0,0,1,0,0,4
Kalasan,Jasa,Mikro_Lv1,2779042,0.5065,1,1,0,0,0,0,0,0,1,5
Depok,Jasa,Mikro_Lv1,1372834,0.194,4,2,2,1,0,1,2,1,1,1
Seyegan,Jasa,Mikro_Lv1,4977310,0.995,2,1,1,0,0,0,0,0,0,5
Ngemplak,Jasa,Mikro_Lv1,1730796,0.2735,1,0,1,0,0,0,0,0,0,2
Gamping,Perdagangan,Mikro_Lv1,582806,0.0184,2,1,1,0,0,0,0,0,1,1
Depok,Jasa,Mikro_Lv1,2954698,0.5455,1,1,0,0,0,0,0,0,1,1
Prambanan,Agribisnis,Mikro_Lv1,2126528,0.3615,1,1,0,0,0,0,0,0,0,1
Minggir,Jasa,Mikro_Lv1,1637613,0.2528,1,1,0,0,0,0,0,0,0,3
Sleman,Perdagangan,Mikro_Lv1,3099327,0.5776,2,1,1,0,0,0,0,0,0,5
Depok,Perdagangan,Mikro_Lv1,717314,0.0483,3,2,1,1,1,0,2,1,1,1
Ngemplak,Jasa,Mikro_Lv1,2541381,0.4536,3,2,1,1,0,0,1,0,0,4
Seyegan,Agribisnis,Mikro_Lv2,5226256,0.0453,1,1,0,0,0,0,0,0,0,5
Mlati,Perdagangan,Mikro_Lv1,1299687,0.1777,4,2,2,1,1,0,2,1,1,4
Ngaglik,Jasa,Mikro_Lv1,2926105,0.5391,4,2,2,1,1,0,2,1,1,2
Godean,Perdagangan,Mikro_Lv2,9472089,0.8944,2,1,1,0,0,0,0,0,0,3
Mlati,Jasa,Mikro_Lv1,4961213,0.9914,3,2,1,1,1,1,3,1,1,1
Ngaglik,Jasa,Mikro_Lv2,6074477,0.2149,1,0,1,1,1,1,3,1,1,2
Minggir,Jasa,Mikro_Lv1,2151348,0.367,4,2,2,1,0,0,1,0,0,3
Seyegan,Jasa,Mikro_Lv1,1416004,0.2036,4,2,2,0,0,0,0,0,0,5
Sleman,Perdagangan,Mikro_Lv1,1292330,0.1761,4,2,2,0,0,0,0,0,0,2
Depok,Agribisnis,Mikro_Lv1,3939289,0.7643,1,0,1,1,1,0,2,1,1,2
Berbah,Perdagangan,Mikro_Lv1,4386912,0.8638,1,1,0,0,0,0,0,0,0,2
Depok,Jasa,Mikro_Lv1,822137,0.0716,1,0,1,0,0,0,0,0,1,1
Kalasan,Jasa,Mikro_Lv1,1790894,0.2869,2,1,1,1,0,0,1,0,1,5
Turi,Jasa,Mikro_Lv1,4738340,0.9419,2,1,1,0,0,0,0,0,0,3
Kalasan,Agribisnis,Mikro_Lv1,4199243,0.8221,3,2,1,0,0,0,0,0,1,3
Ngaglik,Agribisnis,Mikro_Lv2,7159932,0.432,5,3,2,0,0,0,0,0,1,4
Sleman,Jasa,Mikro_Lv1,3745988,0.7213,4,2,2,1,0,0,1,0,0,4
Minggir,Perdagangan,Mikro_Lv1,611362,0.0247,2,1,1,0,0,0,0,0,0,3
Tempel,Jasa,Mikro_Lv1,3551622,0.6781,2,1,1,1,1,0,2,1,0,3
Depok,Perdagangan,Mikro_Lv1,1559165,0.2354,2,1,1,0,0,0,0,0,1,5
Turi,Perdagangan,Mikro_Lv1,3061913,0.5693,4,2,2,1,1,1,3,1,0,2
Cangkringan,Jasa,Mikro_Lv2,5442244,0.0884,6,3,3,0,0,0,0,0,0,4
Sleman,Perdagangan,Mikro_Lv1,2127650,0.3617,1,1,0,1,0,0,1,0,0,1
Tempel,Jasa,Mikro_Lv1,4478966,0.8842,2,1,1,1,1,0,2,1,0,2
Turi,Jasa,Mikro_Lv1,3232406,0.6072,3,1,2,1,0,0,1,0,0,3
Tempel,Jasa,Mikro_Lv2,9322751,0.8646,6,3,3,1,0,0,1,1,0,5
Depok,Perdagangan,Mikro_Lv1,3457498,0.6572,2,1,1,1,1,0,2,1,1,1
Pakem,Jasa,Mikro_Lv1,2452026,0.4338,3,1,2,0,0,0,0,0,0,4
Sleman,Jasa,Mikro_Lv1,4361460,0.8581,4,2,2,1,0,0,1,0,0,4
Minggir,Agribisnis,Mikro_Lv1,1994139,0.332,1,1,0,0,0,0,0,0,0,3
Kalasan,Jasa,Mikro_Lv1,2197818,0.3773,3,1,2,1,0,0,1,0,1,4
Moyudan,Jasa,Mikro_Lv1,1001793,0.1115,1,0,1,0,0,0,0,0,0,5
Mlati,Jasa,Mikro_Lv1,1776485,0.2837,4,2,2,1,1,0,2,1,1,1
Prambanan,Agribisnis,Mikro_Lv1,3611500,0.6914,2,1,1,0,0,0,0,0,0,4
Ngemplak,Perdagangan,Mikro_Lv1,2119282,0.3598,3,2,1,0,0,0,0,0,0,2
Prambanan,Agribisnis,Mikro_Lv1,4827552,0.9617,3,2,1,0,0,0,0,0,0,4
Seyegan,Jasa,Mikro_Lv1,2423782,0.4275,2,1,1,0,0,0,0,0,0,4
Kalasan,Jasa,Mikro_Lv1,2785221,0.5078,4,2,2,1,0,0,1,1,1,5
Ngemplak,Jasa,Mikro_Lv1,648725,0.0331,4,2,2,0,0,0,0,0,0,1
Mlati,Agribisnis,Mikro_Lv1,1002264,0.1116,2,1,1,0,0,0,0,0,1,4
Ngaglik,Perdagangan,Mikro_Lv1,4100952,0.8002,2,1,1,1,1,0,2,1,1,4
Tempel,Perdagangan,Mikro_Lv1,1962603,0.325,2,1,1,0,0,0,0,0,0,4
Sleman,Perdagangan,Mikro_Lv4,38739103,0.5496,3,2,1,1,1,0,2,1,0,8
Ngemplak,Perdagangan,Mikro_Lv1,3156222,0.5903,2,1,1,0,0,0,0,0,0,1
Mlati,Agribisnis,Mikro_Lv1,2341646,0.4093,4,2,2,1,1,0,2,1,1,5
Gamping,Jasa,Mikro_Lv1,1796573,0.2881,3,2,1,0,0,0,0,0,1,5
Prambanan,Jasa,Mikro_Lv1,1583329,0.2407,1,1,0,1,0,0,1,0,0,3
Moyudan,Jasa,Mikro_Lv3,12670492,0.178,7,4,3,0,0,0,0,0,0,5
Mlati,Jasa,Mikro_Lv1,3740641,0.7201,1,1,0,0,0,0,0,0,1,5
Godean,Jasa,Mikro_Lv1,1171986,0.1493,2,1,1,1,0,0,1,0,0,3
Gamping,Jasa,Mikro_Lv1,2003061,0.334,3,1,2,1,1,0,2,1,1,4
Sleman,Perdagangan,Mikro_Lv1,4209362,0.8243,4,2,2,0,0,0,0,0,0,3
Gamping,Perdagangan,Mikro_Lv1,2041037,0.3425,4,2,2,1,0,0,1,0,1,2
Turi,Perdagangan,Mikro_Lv4,45711269,0.8285,14,7,7,1,1,0,2,1,0,9
Cangkringan,Jasa,Mikro_Lv1,4601599,0.9115,1,1,0,1,0,0,1,0,0,2
Kalasan,Jasa,Mikro_Lv2,7366304,0.4733,4,2,2,0,0,0,0,0,1,4
Berbah,Jasa,Mikro_Lv1,4428685,0.873,4,2,2,0,0,0,0,0,0,2
Berbah,Perdagangan,Mikro_Lv1,3033200,0.5629,2,1,1,0,0,0,0,0,0,2
Kalasan,Jasa,Mikro_Lv1,2340875,0.4091,1,1,0,1,1,0,2,1,1,4
Tempel,Jasa,Mikro_Lv1,1691890,0.2649,4,2,2,0,0,0,0,0,0,3
Moyudan,Perdagangan,Mikro_Lv1,3923994,0.7609,3,2,1,1,0,0,1,0,0,5
Berbah,Perdagangan,Mikro_Lv1,1644337,0.2543,2,1,1,1,1,0,2,1,0,5
Moyudan,Agribisnis,Mikro_Lv1,3801394,0.7336,1,1,0,0,0,0,0,0,0,5
Tempel,Jasa,Mikro_Lv1,2589706,0.4644,2,1,1,0,0,0,0,0,0,2
Gamping,Perdagangan,Mikro_Lv1,2230283,0.3845,2,1,1,1,0,0,1,0,1,1
Seyegan,Agribisnis,Mikro_Lv1,3074469,0.5721,2,1,1,1,1,0,2,1,0,1
Moyudan,Agribisnis,Mikro_Lv1,4766399,0.9481,1,1,0,0,0,0,0,0,0,2
Ngemplak,Jasa,Mikro_Lv1,955433,0.1012,4,2,2,1,1,0,2,1,0,3
Berbah,Perdagangan,Mikro_Lv1,3916403,0.7592,3,2,1,0,0,0,0,0,0,5
Minggir,Jasa,Mikro_Lv1,2009390,0.3354,3,1,2,0,0,0,0,0,0,1
Depok,Jasa,Mikro_Lv1,2190992,0.3758,1,1,0,0,0,0,0,0,1,1
Ngaglik,Jasa,Mikro_Lv2,5190285,0.0381,4,2,2,1,1,0,2,1,1,5
Sleman,Perdagangan,Mikro_Lv1,3652963,0.7007,2,1,1,1,0,0,1,0,0,3
Berbah,Agribisnis,Mikro_Lv1,1967217,0.326,3,1,2,0,0,0,0,0,0,2
Turi,Jasa,Mikro_Lv1,1910808,0.3135,3,2,1,0,0,0,0,0,0,3
Berbah,Perdagangan,Mikro_Lv1,4570101,0.9045,3,1,2,0,0,0,0,0,0,3
Depok,Perdagangan,Mikro_Lv1,4896208,0.9769,1,1,0,0,0,0,0,0,1,2
Kalasan,Perdagangan,Mikro_Lv1,1347405,0.1883,4,2,2,1,0,0,1,0,1,5
Depok,Jasa,Mikro_Lv1,2264694,0.3922,3,2,1,1,1,0,2,1,1,5
Kalasan,Perdagangan,Mikro_Lv1,3224274,0.6054,2,1,1,0,0,0,0,0,1,4
Ngaglik,Jasa,Mikro_Lv1,3647887,0.6995,1,1,0,0,0,0,0,0,1,4
Mlati,Jasa,Mikro_Lv1,2517528,0.4483,1,1,0,1,0,0,1,0,1,5
Godean,Agribisnis,Mikro_Lv1,3428785,0.6508,4,2,2,0,0,0,0,0,0,5
Berbah,Jasa,Mikro_Lv1,565756,0.0146,3,2,1,0,0,0,0,0,0,1
Kalasan,Jasa,Mikro_Lv1,3778262,0.7285,2,1,1,1,1,0,2,1,1,5
Ngaglik,Perdagangan,Mikro_Lv1,4162097,0.8138,4,2,2,1,0,0,1,0,1,5
Ngemplak,Perdagangan,Mikro_Lv1,2100720,0.3557,4,2,2,0,0,0,0,0,0,1
Ngaglik,Perdagangan,Mikro_Lv2,5480350,0.0961,1,1,0,1,0,0,1,1,1,8
Minggir,Perdagangan,Mikro_Lv1,750231,0.0556,1,1,0,0,0,0,0,0,0,2
Sleman,Jasa,Mikro_Lv1,4366585,0.8592,3,2,1,1,1,1,3,1,0,1
Moyudan,Jasa,Mikro_Lv2,9981467,0.9963,2,1,1,0,0,0,0,0,0,4
Minggir,Jasa,Mikro_Lv1,1290671,0.1757,4,2,2,0,0,0,0,0,0,4
Sleman,Perdagangan,Mikro_Lv1,4552579,0.9006,3,1,2,1,1,0,2,1,0,1
Sleman,Jasa,Mikro_Lv1,1451302,0.2114,3,2,1,1,1,0,2,1,0,4
Ngaglik,Jasa,Mikro_Lv1,3983978,0.7742,2,1,1,1,1,0,2,1,1,2
Pakem,Jasa,Mikro_Lv1,552949,0.0118,3,2,1,0,0,0,0,0,0,5
Ngaglik,Perdagangan,Mikro_Lv1,4321301,0.8492,1,0,1,0,0,0,0,0,1,3
Kalasan,Jasa,Mikro_Lv1,904911,0.09,1,1,0,1,0,0,1,0,1,3
Tempel,Perdagangan,Mikro_Lv1,2103344,0.3563,4,2,2,1,0,0,1,1,0,2
Ngemplak,Jasa,Mikro_Lv1,3300174,0.6223,1,0,1,1,1,0,2,1,0,5
Cangkringan,Jasa,Mikro_Lv1,1967256,0.3261,1,1,0,0,0,0,0,0,0,5
Depok,Jasa,Mikro_Lv1,1862516,0.3028,1,1,0,0,0,0,0,0,1,3
Ngaglik,Jasa,Mikro_Lv1,1192353,0.1539,4,2,2,1,0,0,1,0,1,2
Gamping,Jasa,Mikro_Lv1,1312744,0.1806,1,1,0,1,0,0,1,1,1,2
Ngaglik,Jasa,Mikro_Lv1,1051238,0.1225,1,0,1,0,0,0,0,0,1,1
Ngemplak,Jasa,Mikro_Lv1,2363907,0.4142,4,2,2,1,1,1,3,1,0,2
Depok,Jasa,Mikro_Lv1,4039172,0.7865,3,2,1,1,0,0,1,0,1,2
Prambanan,Perdagangan,Mikro_Lv1,2269617,0.3932,2,1,1,0,0,0,0,0,0,2
Tempel,Perdagangan,Mikro_Lv1,4439625,0.8755,3,1,2,1,0,0,1,0,0,4
Moyudan,Jasa,Mikro_Lv1,4386613,0.8637,3,2,1,0,0,0,0,0,0,5
Tempel,Perdagangan,Mikro_Lv1,1254981,0.1678,2,1,1,0,0,0,0,0,0,3
Moyudan,Jasa,Mikro_Lv1,506464,0.0014,3,2,1,1,0,0,1,0,0,5
Tempel,Jasa,Mikro_Lv1,2576259,0.4614,2,1,1,0,0,0,0,0,0,1
Depok,Jasa,Mikro_Lv1,4426449,0.8725,1,1,0,0,0,0,0,0,1,4
Ngemplak,Jasa,Mikro_Lv1,1186290,0.1525,2,1,1,0,0,0,0,0,0,1
Pakem,Perdagangan,Mikro_Lv1,1913967,0.3142,3,2,1,0,0,0,0,0,0,5
Moyudan,Perdagangan,Mikro_Lv1,3722018,0.716,2,1,1,0,0,0,0,0,0,2
Sleman,Jasa,Mikro_Lv1,1428864,0.2064,2,1,1,0,0,0,0,0,0,2
Kalasan,Perdagangan,Mikro_Lv1,4634608,0.9188,4,2,2,0,0,0,0,0,1,2
Minggir,Agribisnis,Mikro_Lv1,1096682,0.1326,2,1,1,0,0,0,0,0,0,3
Kalasan,Jasa,Mikro_Lv1,3377668,0.6395,1,0,1,1,1,0,2,1,1,1
Kalasan,Jasa,Mikro_Lv1,2269361,0.3932,3,1,2,1,0,0,1,0,1,2
Moyudan,Jasa,Mikro_Lv2,9245576,0.8491,6,3,3,0,0,0,0,0,0,8
Gamping,Jasa,Mikro_Lv1,2286852,0.3971,3,2,1,0,0,0,0,0,1,4
Seyegan,Perdagangan,Mikro_Lv1,4296098,0.8436,2,1,1,0,0,0,0,0,0,3
Depok,Jasa,Mikro_Lv1,4650579,0.9224,4,2,2,0,0,0,0,0,1,4
Depok,Jasa,Mikro_Lv1,3711407,0.7136,2,1,1,1,0,0,1,0,1,4
Godean,Jasa,Mikro_Lv1,1270348,0.1712,4,2,2,0,0,0,0,0,0,4
Kalasan,Jasa,Mikro_Lv1,2554048,0.4565,1,1,0,1,0,0,1,0,1,2
Gamping,Jasa,Mikro_Lv1,4693616,0.9319,2,1,1,1,1,0,2,1,1,2
Ngaglik,Perdagangan,Mikro_Lv1,4017778,0.7817,2,1,1,0,0,0,0,0,1,5
Berbah,Jasa,Mikro_Lv1,2686394,0.4859,1,0,1,1,0,0,1,0,0,3
Sleman,Perdagangan,Mikro_Lv1,2895406,0.5323,3,1,2,0,0,0,0,0,0,1
Turi,Jasa,Mikro_Lv1,2626861,0.4726,2,1,1,1,1,0,2,1,0,4
Godean,Perdagangan,Mikro_Lv1,3376262,0.6392,4,2,2,0,0,0,0,0,0,2
Turi,Perdagangan,Mikro_Lv1,3150503,0.589,1,1,0,0,0,0,0,0,0,1
Prambanan,Jasa,Mikro_Lv1,1746729,0.2771,1,1,0,0,0,0,0,0,0,4
Seyegan,Jasa,Mikro_Lv1,4050227,0.7889,4,2,2,0,0,0,0,0,0,1
Gamping,Jasa,Mikro_Lv1,3137174,0.586,2,1,1,1,1,0,2,1,1,1
Moyudan,Jasa,Mikro_Lv1,3834944,0.7411,3,2,1,1,1,0,2,1,0,4
Minggir,Perdagangan,Mikro_Lv1,3561481,0.6803,2,1,1,0,0,0,0,0,0,2
Kalasan,Jasa,Mikro_Lv2,9094638,0.8189,1,1,0,1,1,0,2,1,1,5
Mlati,Jasa,Mikro_Lv1,4317780,0.8484,2,1,1,1,0,0,1,0,1,1
Ngemplak,Jasa,Mikro_Lv1,3370581,0.6379,4,2,2,1,1,0,2,1,0,2
Kalasan,Jasa,Mikro_Lv1,2587001,0.4638,4,2,2,0,0,0,0,0,1,2
Tempel,Agribisnis,Mikro_Lv1,4477497,0.8839,2,1,1,0,0,0,0,0,0,4
Prambanan,Perdagangan,Mikro_Lv1,783816,0.0631,1,0,1,0,0,0,0,0,0,2
Ngemplak,Jasa,Mikro_Lv1,726179,0.0503,3,2,1,1,1,0,2,1,0,5
Moyudan,Jasa,Mikro_Lv3,16214294,0.4143,4,2,2,1,1,0,2,1,0,6
Mlati,Jasa,Mikro_Lv1,3453028,0.6562,2,1,1,1,0,0,1,0,1,4
Turi,Perdagangan,Mikro_Lv1,4090511,0.7979,2,1,1,0,0,0,0,0,0,2
Turi,Agribisnis,Mikro_Lv5,55210766,0.1042,10,5,5,0,0,0,0,0,0,19
Mlati,Perdagangan,Mikro_Lv3,22165095,0.811,5,3,2,1,0,0,1,0,1,4
Pakem,Jasa,Mikro_Lv1,1929608,0.3177,2,1,1,1,1,0,2,1,0,1
Turi,Jasa,Mikro_Lv1,1416992,0.2038,3,2,1,0,0,0,0,0,0,1
Moyudan,Perdagangan,Mikro_Lv1,2970856,0.5491,4,2,2,1,0,0,1,0,0,2
Sleman,Perdagangan,Mikro_Lv1,1223503,0.1608,3,2,1,0,0,0,0,0,0,1
Berbah,Jasa,Mikro_Lv1,2045329,0.3434,1,1,0,1,1,0,2,1,0,4
Tempel,Perdagangan,Mikro_Lv1,2378166,0.4174,4,2,2,0,0,0,0,0,0,5
Moyudan,Jasa,Mikro_Lv1,3726419,0.717,3,2,1,1,1,0,2,1,0,1
Mlati,Jasa,Mikro_Lv3,24528460,0.9686,8,5,3,1,1,1,3,1,1,12
Pakem,Perdagangan,Mikro_Lv1,2056232,0.3458,1,1,0,0,0,0,0,0,0,1
Pakem,Jasa,Mikro_Lv1,3710912,0.7135,1,1,0,1,0,0,1,0,0,1
Prambanan,Perdagangan,Mikro_Lv2,9630746,0.9261,5,3,2,0,0,0,0,0,0,7
Seyegan,Jasa,Mikro_Lv2,5473006,0.0946,6,4,2,1,1,0,2,1,0,4
Prambanan,Jasa,Mikro_Lv1,4921740,0.9826,2,1,1,0,0,0,0,0,0,3
Sleman,Perdagangan,Mikro_Lv1,574231,0.0165,3,2,1,1,1,0,2,1,0,2
Ngaglik,Perdagangan,Mikro_Lv1,2225812,0.3835,2,1,1,1,0,0,1,0,1,1
Gamping,Agribisnis,Mikro_Lv1,2460220,0.4356,1,0,1,0,0,0,0,0,1,5
